run_name,models_dir,cycle_id,layer_idx,npz_path
WSJ_att69_relu_2_2026-01-30_23-24-40,/Users/adi/Desktop/Robustness/WSJ_att69_relu_2_2026-01-30_23-24-40/models,c001,0,plot_cache_npz/c001_layer0_plotcache.npz
WSJ_att69_relu_2_2026-01-30_23-24-40,/Users/adi/Desktop/Robustness/WSJ_att69_relu_2_2026-01-30_23-24-40/models,c001,1,plot_cache_npz/c001_layer1_plotcache.npz
WSJ_att69_relu_2_2026-01-30_23-24-40,/Users/adi/Desktop/Robustness/WSJ_att69_relu_2_2026-01-30_23-24-40/models,c006,0,plot_cache_npz/c006_layer0_plotcache.npz
WSJ_att69_relu_2_2026-01-30_23-24-40,/Users/adi/Desktop/Robustness/WSJ_att69_relu_2_2026-01-30_23-24-40/models,c006,1,plot_cache_npz/c006_layer1_plotcache.npz
WSJ_att69_relu_2_2026-01-30_23-24-40,/Users/adi/Desktop/Robustness/WSJ_att69_relu_2_2026-01-30_23-24-40/models,c011,0,plot_cache_npz/c011_layer0_plotcache.npz
WSJ_att69_relu_2_2026-01-30_23-24-40,/Users/adi/Desktop/Robustness/WSJ_att69_relu_2_2026-01-30_23-24-40/models,c011,1,plot_cache_npz/c011_layer1_plotcache.npz
WSJ_att69_relu_2_2026-01-30_23-24-40,/Users/adi/Desktop/Robustness/WSJ_att69_relu_2_2026-01-30_23-24-40/models,c014,0,plot_cache_npz/c014_layer0_plotcache.npz
WSJ_att69_relu_2_2026-01-30_23-24-40,/Users/adi/Desktop/Robustness/WSJ_att69_relu_2_2026-01-30_23-24-40/models,c014,1,plot_cache_npz/c014_layer1_plotcache.npz
WSJ_att69_relu_2_2026-01-30_23-24-40,/Users/adi/Desktop/Robustness/WSJ_att69_relu_2_2026-01-30_23-24-40/models,c018,0,plot_cache_npz/c018_layer0_plotcache.npz
WSJ_att69_relu_2_2026-01-30_23-24-40,/Users/adi/Desktop/Robustness/WSJ_att69_relu_2_2026-01-30_23-24-40/models,c018,1,plot_cache_npz/c018_layer1_plotcache.npz
WSJ_att69_relu_2_2026-01-30_23-24-40,/Users/adi/Desktop/Robustness/WSJ_att69_relu_2_2026-01-30_23-24-40/models,c022,0,plot_cache_npz/c022_layer0_plotcache.npz
WSJ_att69_relu_2_2026-01-30_23-24-40,/Users/adi/Desktop/Robustness/WSJ_att69_relu_2_2026-01-30_23-24-40/models,c022,1,plot_cache_npz/c022_layer1_plotcache.npz
WSJ_att69_relu_2_2026-01-30_23-24-40,/Users/adi/Desktop/Robustness/WSJ_att69_relu_2_2026-01-30_23-24-40/models,c031,0,plot_cache_npz/c031_layer0_plotcache.npz
WSJ_att69_relu_2_2026-01-30_23-24-40,/Users/adi/Desktop/Robustness/WSJ_att69_relu_2_2026-01-30_23-24-40/models,c031,1,plot_cache_npz/c031_layer1_plotcache.npz
WSJ_att69_relu_2_2026-01-30_23-24-40,/Users/adi/Desktop/Robustness/WSJ_att69_relu_2_2026-01-30_23-24-40/models,c036,0,plot_cache_npz/c036_layer0_plotcache.npz
WSJ_att69_relu_2_2026-01-30_23-24-40,/Users/adi/Desktop/Robustness/WSJ_att69_relu_2_2026-01-30_23-24-40/models,c036,1,plot_cache_npz/c036_layer1_plotcache.npz
WSJ_att69_relu_2_2026-01-30_23-24-40,/Users/adi/Desktop/Robustness/WSJ_att69_relu_2_2026-01-30_23-24-40/models,c044,0,plot_cache_npz/c044_layer0_plotcache.npz
WSJ_att69_relu_2_2026-01-30_23-24-40,/Users/adi/Desktop/Robustness/WSJ_att69_relu_2_2026-01-30_23-24-40/models,c044,1,plot_cache_npz/c044_layer1_plotcache.npz
WSJ_att69_relu_2_2026-01-30_23-24-40,/Users/adi/Desktop/Robustness/WSJ_att69_relu_2_2026-01-30_23-24-40/models,c050,0,plot_cache_npz/c050_layer0_plotcache.npz
WSJ_att69_relu_2_2026-01-30_23-24-40,/Users/adi/Desktop/Robustness/WSJ_att69_relu_2_2026-01-30_23-24-40/models,c050,1,plot_cache_npz/c050_layer1_plotcache.npz
